scorer,,,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe
bodyparts,,,Elbow,Elbow,Ankle,Ankle,MCP1,MCP1,FingerTip1,FingerTip1,MCP2,MCP2,Tip2,Tip2,MCP3,MCP3,Tip3,Tip3,MCP4,MCP4,FingerTip4,FingerTip4,MCP5,MCP5,FingerTip5,FingerTip5
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1084344-1-0,img01.png,,,,,,,1104.9798742174034,472.579855388013,,,1094.1061764221693,484.3513796082712,,,1085.042502708061,482.9094315173904,,,1079.8926880977724,474.25774297210535,,,,
labeled-data,1084344-1-0,img02.png,,,,,1109.3496276686237,469.5199135306397,1117.7953236294973,487.0292832056213,1097.402057772754,477.141639153867,1103.375842720689,495.8869643353179,1085.6604804612957,478.17160207592474,1090.6043024871728,499.5948308547258,1079.4807029289493,466.63601734887806,1078.6567325913031,477.5536243226901,,,,
labeled-data,1084344-1-0,img03.png,,,1098.6380132792233,454.48245486859673,1116.3533755386163,482.0854611797442,1128.5069380188977,505.36262321824915,1105.2297759803928,493.62104590679087,1108.5256573309775,518.3401560361767,1090.8102950715845,486.6172980367982,1088.338384058646,508.45251198442236,1081.3346361886531,474.4637355565169,1074.124895734249,486.6172980367982,,,,
labeled-data,1084344-1-0,img04.png,,,1104.4058056427466,456.9543658815353,1123.3571234086091,491.76711264708695,1135.9226710577134,512.9843488414764,1107.7016869933314,505.9806009714838,1114.705434863324,532.9656295293966,1092.6642283312883,503.5086899585452,1084.8365101236495,522.2540151399961,1084.0125397860033,479.2015649979825,1071.4469921368989,490.3251645562061,1123.748580452059,468.0361781212167,,
labeled-data,1084344-1-0,img05.png,,,1106.465731486862,458.3963139724161,1125.623041837136,494.6510088288486,1140.248515330356,512.9843488414764,1111.4095535127392,515.456259854415,1117.1773458762625,535.4375405423352,1095.54812451305,507.2165564779531,1087.5144137209998,525.961881659404,1085.2484952924726,483.1154241018019,1077.0087919160108,492.17909781591004,1127.4082943236244,470.3404424107208,,
labeled-data,1084344-1-0,img06.png,,,1103.9938204739235,453.45249194653894,1124.5930789150784,495.4749791664948,1135.3046933044789,508.2465194000108,1109.1436350842123,505.5686158026607,1115.5294052009701,529.6697481788118,1092.2522431624652,504.95063804942606,1084.0125397860033,518.9581337894114,1086.896435967765,481.6734760109211,1080.3046732665955,492.7970755691447,1125.781754825151,469.5271726614841,,
labeled-data,1084344-1-0,img07.png,,,1103.7878278895118,455.3064252062429,1122.945138239786,489.7071868029715,1132.6267897071286,504.3326602961914,1107.49569440892,502.2727344520759,1113.8814645256778,514.0143117635341,1089.1623543962921,499.1828456859027,1086.2784582145305,512.9843488414764,1084.6305175392379,482.29145376415573,1080.7166584354186,490.1191719717946,1125.5106649087388,468.5783579540412,,
labeled-data,1084344-1-0,img08.png,,,1102.7578649674542,447.8906921674272,1120.2672346424358,480.0255353356287,1127.2709825124284,493.0030681535562,1110.585583175093,494.03303107561396,1119.4432643047896,505.9806009714838,1093.282206084523,492.7970755691447,1090.6043024871728,507.01056389354153,1086.896435967765,474.4637355565169,1083.3945620327686,483.1154241018019,1126.3239346579755,466.13854870633105,,
labeled-data,1084344-1-0,img09.png,,,1101.1099242921618,448.71466250507336,1119.237271720378,478.7895798291594,1126.8589973436053,489.08920904973684,1107.0837092400968,487.23527579003286,1113.0574941880316,498.56486793266805,1089.3683469807036,490.3251645562061,1091.2222802404076,501.8607492832528,1086.6904433833533,469.5199135306397,1083.6005546171803,479.2015649979825,1126.1883896997692,465.4608239153004,,
labeled-data,1084344-1-0,img10.png,,,1092.4582357468769,445.83076632331165,1110.7915757595047,469.1079283618166,1121.503190148905,480.64351308886336,1101.933894629808,482.0854611797442,1111.2035609283278,489.913179387383,1081.9526139418879,484.55737219268275,1092.0462505780538,495.4749791664948,,,,,1121.0376812879367,461.1233852527045,,
labeled-data,1084344-1-0,img11.png,,,,,1102.5518723830428,461.6921953230009,1110.17359800627,473.84575780328225,1088.750369227469,469.31392094622817,1095.7541170974616,480.23152792004026,1076.390814162776,475.6996910629862,1085.6604804612957,488.26523871209065,,,,,1115.3447930432794,455.29495204984124,,
labeled-data,1084344-1-1,img03.png,,,1097.8948105418126,451.194871559132,1117.8760912297328,485.38964057144904,1127.9697278658987,506.40088418142693,1102.8386325676897,491.9814032726186,1105.9285213338628,517.1124985708275,1090.2730849185853,488.47952933762224,1090.479077502997,507.8428322723078,1081.6213963733003,474.472033597637,1072.7637152436037,488.06754416879915,,,,
labeled-data,1084344-1-1,img04.png,,,1103.4566103209243,448.5169679617819,1125.49781685296,495.68926979202644,1138.8873348397105,514.4345949734774,1109.2244026844478,508.46081002554246,1113.9622321259133,532.1499572328705,1091.0970552562314,503.92897316848837,1085.3292628927081,524.1162464408201,1081.2094112044772,482.0937592208643,1070.0858116462534,490.5394551817377,1125.2372636601604,468.1512717858584,,
