scorer,,,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe
bodyparts,,,Elbow,Elbow,Ankle,Ankle,MCP1,MCP1,FingerTip1,FingerTip1,MCP2,MCP2,Tip2,Tip2,MCP3,MCP3,Tip3,Tip3,MCP4,MCP4,FingerTip4,FingerTip4,MCP5,MCP5,FingerTip5,FingerTip5
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1084344-1-10,img02.png,,,,,,,1098.1894775691342,467.2748318976847,,,1087.9965885135948,473.7915970315542,,,1080.3101475864667,477.6348174951183,,,,,,,,
labeled-data,1084344-1-10,img03.png,,,,,1102.7010842002746,468.27741114904927,1107.8810769989916,483.48319646141147,1090.335940100112,468.77870077473153,1095.850125982617,489.99996159528104,1082.3153060891957,473.1232108639779,1083.150788798666,490.66834776285737,,,,,,,,
labeled-data,1084344-1-10,img05.png,,,1098.8578637367107,461.9277425570738,1117.739772970743,498.18769214809146,1126.9300827749178,509.3831604549955,1103.8707599935333,504.87155382385504,1106.3772081219447,522.7508838065228,1088.8320712230652,505.70703653332555,1088.163685055489,520.5786287618996,1082.649499172984,483.6502930033056,1072.6237066593385,494.84576131020964,,,,
labeled-data,1084344-1-10,img06.png,,,1098.6907671948165,461.25935638949744,1120.4133176410483,497.51930598051507,1130.773303238482,509.7173535387837,1106.2101115800506,511.0541258739364,1111.3901043787675,529.9360351079687,1089.5004573906417,510.38573970636,1087.4952988879124,527.2624904376632,1084.3204645919247,485.1541618803524,1077.8036994580552,497.51930598051507,,,,
labeled-data,1084344-1-10,img07.png,,,1102.5339876583807,464.26709414359107,1122.7526692275655,497.85349906430326,1134.78362024394,508.54767774552505,1103.7036634516394,510.0515466225719,1110.387525127403,527.7637800633455,1085.9914300108658,512.0567051253009,1087.8294919717007,529.6018420241804,1086.9940092622303,487.1593203830815,1080.644340670255,498.0205956061974,1120.9146072667306,468.27741114904927,,
labeled-data,1084344-1-10,img08.png,,,1100.0275395299693,461.25935638949744,1122.9197657694597,496.6838232710446,1134.1152340763638,504.5373607400669,1104.706242703004,509.0489673712073,1109.7191389598265,528.2650696890278,1084.8217542176071,508.88187082931324,1083.9862715081367,526.7612008119809,1086.9940092622303,487.32641692497555,1082.983692256772,497.6864025224092,1118.7423522221075,470.44966619367244,,
labeled-data,1084344-1-10,img09.png,,,1100.0275395299693,456.41355667456884,1116.068807551802,487.4935134668696,1130.6062066965878,498.5218852318796,1106.0430150381565,499.5244644832442,1113.3952628814966,516.2341186726532,1086.1585265527597,502.0309126116555,1086.3256230946538,515.0644428793946,1086.9940092622303,480.9767483330001,1080.1430510445725,492.84060280748054,1119.0765453058955,470.2825696517783,,
labeled-data,1084344-1-10,img10.png,,,,,1104.3720496192157,494.6786647683155,1115.9017110099078,503.7018780305964,1088.163685055489,496.18253364536235,1089.8346504744297,514.8973463375005,,,,,1086.3256230946538,477.4677209532242,,,1112.559780172026,471.45224544503697,,
labeled-data,1084344-1-10,img12.png,,,,,1100.1946360718634,483.65029300330553,1114.7320352166491,492.17221663990415,1081.145630295937,484.8199687965642,1089.3333608487474,499.69156102513824,,,,,,,,,,,,
