scorer,,,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe,Apollo-Rowe
bodyparts,,,Elbow,Elbow,Ankle,Ankle,MCP1,MCP1,FingerTip1,FingerTip1,MCP2,MCP2,Tip2,Tip2,MCP3,MCP3,Tip3,Tip3,MCP4,MCP4,FingerTip4,FingerTip4,MCP5,MCP5,FingerTip5,FingerTip5
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1084344-1-3,img04.png,,,,,1100.174320134885,491.6240534969768,1106.0226991011782,505.9943560998685,1093.6575550010155,496.97114283758765,1096.665292755109,515.1846659040434,1085.4698244482051,495.13308087675256,1087.9762725766163,511.8427350661616,,,,,,,,
labeled-data,1084344-1-3,img05.png,,,,,1104.184637140343,495.968563586223,1111.0355953580008,510.3388661891148,1096.1640031294269,506.49564572555073,1099.5059339673087,524.8762653339006,1087.4749829509342,502.65242526198665,1089.9814310793454,525.3775549595829,,,,,,,,
labeled-data,1084344-1-3,img06.png,,,,,1107.1923748944369,499.64468750789297,1115.3801054472472,520.1975621608661,1098.8375477997322,512.511121233738,1105.5214094754958,540.4162437300511,1090.9840103307101,516.8556313229843,1092.822072291545,539.5807610205807,,,,,,,1119.8917120783876,481.43116444143715
labeled-data,1084344-1-3,img08.png,,,1101.925143968263,475.03107011333975,1121.0613878716463,511.5085419823734,1135.5987870164322,530.7246443001939,1112.659289139167,535.7594192799,1122.3091110924768,552.0117509907376,1097.9306135262204,528.9029668393905,1101.2318684049844,554.551177820556,1088.026848889929,507.82572415189804,1085.2334793771288,519.5070875690626,,,1126.3721940201863,488.0181948793148
labeled-data,1084344-1-3,img10.png,,,1112.1514037732034,481.66962780476894,1142.8784684140055,515.4440046413531,1157.0992586609884,524.5859412286993,1133.9904745096412,532.2042217181544,1145.6718379268057,543.631642452337,1113.4211171881125,541.3461583055005,1124.0867098733497,543.8855851353188,1095.1372440134203,512.9045778115349,1091.074161085711,523.8241131797538,1133.2286464606957,487.2563668303693,1142.370583048042,487.764252196333
labeled-data,1084344-1-3,img11.png,,,1114.6908306030216,475.32106073022305,1145.417895243824,514.9361192753895,1158.3689720758975,520.0149729350262,1130.4352769478955,521.5386290329172,1140.592984267169,533.7278778160454,1113.1671745051308,524.5859412286993,1117.9920854817856,541.0922156225187,1104.0252379177846,497.1601314666609,,,1135.7680732905142,486.49453878142384,,
labeled-data,1084344-1-3,img12.png,,,1115.1987159689854,475.32106073022305,1132.720761094732,503.25475585822505,1144.4021245118965,510.36515098171645,1124.0867098733497,514.6821765924077,1135.5141306075323,522.0465143988808,1108.8501488944394,517.4755461052079,1114.6908306030216,534.9975912309545,1095.3911866964022,498.42984488157015,1088.026848889929,510.1112082987346,1136.0220159734959,485.9866534154602,,
labeled-data,1084344-1-3,img13.png,,,1114.9447732860035,470.75009243654995,1137.2917293884052,502.74687049226134,,,1126.626136703168,518.2373741541534,,,1111.3895757242578,522.5543997648446,,,1090.5662757197472,499.19167293051567,,,,,,
labeled-data,1084344-1-3,img14.png,,,1119.7696842626583,470.49614975356815,,,,,,,,,1114.9447732860035,507.82572415189804,,,1095.3911866964022,495.3825326857881,,,,,,
